CELEX_number,case_number,year_case,year_judgment,date_case,date_judgment,language,case_duration,rate_of_production,Maas,judges,judge_rapporteur,JR_experience,JR_Country,JR_Any_Judge,JR_France,JR_Belgium,JR_Belgium_French,JR_Lux,JR_Francophone,AG_Country,advocate_general,art_256,art_258,art_263,art_265,art_267,art_268,art_270,word_count
62002CJ0018,18/02,2002,2004,1/29/02,2/5/04,Danish,737,6.20624152,0.236321998,"Cunha Rodrigues, Macken, Puissochet, Schintgen, Skouris",Cunha Rodrigues,4,Portugal,1,0,0,0,0,0,United Kingdom,Jacobs,0,0,0,0,1,0,0,4574
62002CJ0019,19/02,2002,2004,1/29/02,12/9/04,German,1045,6.514832536,0.234606823,"Jann, Lenaerts, Rosas, Silva de Lapuerta, von Bahr",Rosas,3,Finland,0,0,0,0,0,0,Germany,Kokott,0,0,0,0,1,0,0,6808
62002CJ0022,22/02,2002,2003,1/29/02,9/11/03,Italian,590,1.872881356,0.207039777,"Colneric, Schintgen, Skouris",Colneric,7,Germany,1,0,0,0,0,0,United Kingdom,Jacobs,0,1,0,0,0,0,0,1105
62002CJ0025,25/02,2002,2003,1/31/02,9/9/03,German,586,6.875426621,0.227878593,"Colneric, Cunha Rodrigues, Edward, Gulmann, Jann, La Pergola, Macken, Puissochet, Rodriguez Iglesias, Rosas, Schintgen, Skouris, Timmermans, von Bahr, Wathelet",Jann,10,Austria,1,0,0,0,0,0,Netherlands,Geelhoed,0,0,0,0,1,0,0,4029
62002CJ0027,27/02,2002,2005,1/31/02,1/20/05,German,1085,6.299539171,0.234741236,"Gulmann, Schintgen, Timmermans",Schintgen,9,Luxembourg,1,0,0,0,1,1,United Kingdom,Jacobs,0,0,0,0,1,0,0,6835
62002CJ0029,29/02,2002,2003,2/1/02,1/16/03,Spanish,349,2.776504298,0.223854213,"Jann, Rosas, Wathelet",Rosas,3,Finland,0,0,0,0,0,0,Germany,Alber,0,1,0,0,0,0,0,969
62002CJ0030,30/02,2002,2004,2/4/02,6/17/04,Portuguese,864,3.271990741,0.224351274,"Jann, La Pergola, Lenaerts, Silva de Lapuerta, von Bahr",von Bahr,4,Sweden,1,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,0,0,0,1,0,0,2827
62002CJ0032,32/02,2002,2003,2/5/02,10/16/03,Italian,618,4.289644013,0.219495316,"Colneric, Schintgen, Skouris",Colneric,7,Germany,1,0,0,0,0,0,France,Léger,0,1,0,0,0,0,0,2651
62002CJ0034,34/02,2002,2003,2/8/02,6/19/03,Italian,496,15.09475806,0.232315137,"Edward, Jann, Rosas, Timmermans, Wathelet",Rosas,3,Finland,0,0,0,0,0,0,Germany,Alber,0,0,0,0,1,0,0,7487
62002CJ0036,36/02,2002,2004,2/12/02,10/14/04,German,975,4.899487179,0.223984317,"Jann, Lenaerts, Rosas, Silva de Lapuerta, von Bahr",Rosas,3,Finland,0,0,0,0,0,0,Austria,Stix-Hackl,0,0,0,0,1,0,0,4777
62002CJ0037,37/02,2002,2004,2/13/02,7/15/04,Italian,883,11.36579841,0.237764635,"Colneric, Macken, Puissochet, Schintgen, Timmermans",Schintgen,9,Luxembourg,1,0,0,0,1,1,Austria,Stix-Hackl,0,0,0,0,1,0,0,10036
62002CJ0039,39/02,2002,2004,2/13/02,10/14/04,Danish,974,6.31211499,0.236839363,"Colneric, Rosas, Schintgen",Schintgen,9,Luxembourg,1,0,0,0,1,1,France,Léger,0,0,0,0,1,0,0,6148
62002CJ0040,40/02,2002,2003,2/14/02,10/23/03,German,616,8.428571429,0.224546922,"Cunha Rodrigues, Macken, Puissochet, Schintgen, Skouris",Cunha Rodrigues,4,Portugal,1,0,0,0,0,0,Luxembourg,Mischo,0,0,0,0,1,0,0,5192
62002CJ0041,41/02,2002,2004,2/13/02,12/2/04,Dutch,1023,6.480938416,0.2291966,"Borg Barthet, Lõhmus, Malenovský, Puissochet, Rosas",Malenovský,1,Czech Republic,1,0,0,0,0,0,Portugal,Poiares Maduro,0,1,0,0,0,0,0,6630
62002CJ0042,42/02,2002,2003,2/15/02,11/13/03,Swedish,636,4.382075472,0.215783534,"Edward, Jann, Timmermans",Edward,14,United Kingdom,1,0,0,0,0,0,Austria,Stix-Hackl,0,0,0,0,1,0,0,2787
62002CJ0046,46/02,2002,2004,2/18/02,11/9/04,Finnish,995,5.287437186,0.220917858,"Colneric, Cunha Rodrigues, Jann, Lenaerts, Puissochet, Rosas, Schintgen, Skouris, Timmermans",Lenaerts,2,Belgium,1,0,1,0,0,0,Austria,Stix-Hackl,0,0,0,0,1,0,0,5261
62002CJ0047,47/02,2002,2003,2/19/02,9/30/03,German,588,12.37585034,0.223027563,"Colneric, Cunha Rodrigues, Edward, Gulmann, Jann, La Pergola, Macken, Puissochet, Rodriguez Iglesias, Rosas, Schintgen, Skouris, Timmermans, von Bahr, Wathelet",Wathelet,10,Belgium,0,0,1,1,0,1,Austria,Stix-Hackl,0,0,0,0,1,0,0,7277
62002CJ0049,49/02,2002,2004,2/20/02,6/24/04,German,855,5.153216374,0.227268633,"Colneric, Cunha Rodrigues, Puissochet, Schintgen, Timmermans",Cunha Rodrigues,4,Portugal,1,0,0,0,0,0,France,Léger,0,0,0,0,1,0,0,4406
62002CJ0053,53/02,2002,2004,2/21/02,4/1/04,French,770,8.303896104,0.232505455,"Cunha Rodrigues, Gulmann, Macken, Puissochet, Schintgen",Cunha Rodrigues,4,Portugal,1,0,0,0,0,0,Luxembourg,Mischo,0,0,0,0,1,0,0,6394
62002CJ0055,55/02,2002,2004,2/22/02,10/12/04,Portuguese,963,5.195223261,0.231468087,"Colneric, Cunha Rodrigues, Gulmann, Macken, Timmermans",Colneric,7,Germany,1,0,0,0,0,0,Italy,Tizzano,0,1,0,0,0,0,0,5003
62002CJ0056,56/02,2002,2003,2/22/02,5/22/03,German,454,8.852422907,0.239620594,"Jann, Rosas, Wathelet",Rosas,3,Finland,0,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,0,0,0,1,0,0,4019
62002CJ0057,57/02,2002,2005,2/22/02,7/14/05,English,1238,7.216478191,0.238607384,"Jann, Lenaerts, Rosas, Silva de Lapuerta, von Bahr",von Bahr,4,Sweden,1,0,0,0,0,0,France,Léger,1,0,0,0,0,0,0,8934
62002CJ0058,58/02,2002,2004,2/25/02,1/7/04,Spanish,681,4.356828194,0.208843897,"Edward, Jann, von Bahr",Edward,14,United Kingdom,1,0,0,0,0,0,Netherlands,Geelhoed,0,1,0,0,0,0,0,2967
62002CJ0060,60/02,2002,2004,2/25/02,1/7/04,German,681,7.857562408,0.224340904,"Edward, Jann, La Pergola",Edward,14,United Kingdom,1,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,0,0,0,1,0,0,5351
62002CJ0063,63/02,2002,2003,2/26/02,1/16/03,English,324,4.00617284,0.229499118,"Jann, Rosas, Wathelet",Rosas,3,Finland,0,0,0,0,0,0,Germany,Alber,0,1,0,0,0,0,0,1298
62002CJ0064,64/02,2002,2004,2/27/02,10/21/04,German,967,5.655635988,0.232156015,"Cunha Rodrigues, Gulmann, Puissochet, Schintgen, Timmermans",Timmermans,5,Netherlands,1,0,0,0,0,0,Portugal,Poiares Maduro,1,0,0,0,0,0,0,5469
62002CJ0065,65/02,2002,2005,2/28/02,7/14/05,"German, Italian",1232,7.693993506,0.238856995,"Jann, Lenaerts, Rosas, Silva de Lapuerta, von Bahr",von Bahr,4,Sweden,1,0,0,0,0,0,France,Léger,1,0,0,0,0,0,0,9479
62002CJ0066,66/02,2002,2005,2/21/02,12/15/05,Italian,1393,8.355348169,0.234198837,"Arestis, Gulmann, Klučka, Schintgen, Timmermans",Gulmann,10,Denmark,1,0,0,0,0,0,Austria,Stix-Hackl,0,0,1,0,0,0,0,11639
62002CJ0067,67/02,2002,2003,2/28/02,9/11/03,English,560,2.0125,0.224019227,"La Pergola, Timmermans, von Bahr",La Pergola,5,Italy,1,0,0,0,0,0,United Kingdom,Jacobs,0,1,0,0,0,0,0,1127
62002CJ0071,71/02,2002,2004,3/4/02,3/25/04,German,752,6.881648936,0.228509957,"Rosas, Timmermans, von Bahr",Rosas,3,Finland,0,0,0,0,0,0,Germany,Alber,0,0,0,0,1,0,0,5175
62002CJ0072,72/02,2002,2003,3/4/02,6/24/03,Portuguese,477,4.979035639,0.228455337,"Colneric, Cunha Rodrigues, Edward, Gulmann, Jann, La Pergola, Macken, Puissochet, Rodriguez Iglesias, Rosas, Schintgen, Skouris, Timmermans, von Bahr, Wathelet",Gulmann,10,Denmark,1,0,0,0,0,0,Germany,Alber,0,1,0,0,0,0,0,2375
62002CJ0074,74/02,2002,2003,3/5/02,9/25/03,German,569,2.919156415,0.221638982,"Jann, Rosas, Wathelet",Wathelet,10,Belgium,0,0,1,1,0,1,Luxembourg,Mischo,0,1,0,0,0,0,0,1661
62002CJ0077,77/02,2002,2003,3/7/02,9/11/03,German,553,12.87703436,0.236066192,"Cunha Rodrigues, Macken, Puissochet, Schintgen, Skouris",Macken,7,Ireland,0,0,0,0,0,0,Italy,Tizzano,0,0,0,0,1,0,0,7121
62002CJ0078,78/02,2002,2003,3/11/02,11/6/03,Greek,605,9.446280992,0.235925817,"Colneric, Cunha Rodrigues, Puissochet, Schintgen, Skouris",Cunha Rodrigues,4,Portugal,1,0,0,0,0,0,Netherlands,Geelhoed,0,0,0,0,1,0,0,5715
62002CJ0083,83/02,2002,2003,3/12/02,6/5/03,Greek,450,3.208888889,0.23105639,"La Pergola, Timmermans, von Bahr",La Pergola,5,Italy,1,0,0,0,0,0,Netherlands,Geelhoed,0,1,0,0,0,0,0,1444
62002CJ0085,85/02,2002,2003,3/13/02,2/13/03,French,337,3.198813056,0.216722341,"Colneric, Schintgen, Skouris",Schintgen,9,Luxembourg,1,0,0,0,1,1,United Kingdom,Jacobs,0,1,0,0,0,0,0,1078
62002CJ0087,87/02,2002,2004,3/13/02,6/10/04,Italian,820,7.113414634,0.23136798,"Jann, La Pergola, Lenaerts, Rosas, Silva de Lapuerta",Rosas,3,Finland,0,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,1,0,0,0,0,0,5833
62002CJ0090,90/02,2002,2004,3/15/02,4/1/04,German,748,8.755347594,0.238812645,"Jann, Rosas, von Bahr",von Bahr,4,Sweden,1,0,0,0,0,0,United Kingdom,Jacobs,0,0,0,0,1,0,0,6549
62002CJ0091,91/02,2002,2003,3/15/02,10/16/03,German,580,6.470689655,0.236201406,"Colneric, Schintgen, Skouris",Schintgen,9,Luxembourg,1,0,0,0,1,1,France,Léger,0,0,0,0,1,0,0,3753
62002CJ0092,92/02,2002,2003,3/15/02,12/4/03,Dutch,629,7.508744038,0.236221303,"Edward, La Pergola, Timmermans",La Pergola,5,Italy,1,0,0,0,0,0,Germany,Alber,0,0,0,0,1,0,0,4723
62002CJ0093,93/02,2002,2003,3/16/02,9/30/03,French,563,14.339254,0.227466701,"Colneric, Cunha Rodrigues, Edward, Gulmann, Jann, Macken, Puissochet, Rodriguez Iglesias, Schintgen, Skouris, Timmermans, von Bahr, Wathelet",Wathelet,10,Belgium,0,0,1,1,0,1,Germany,Alber,1,0,0,0,0,0,0,8073
62002CJ0094,94/02,2002,2003,3/16/02,9/30/03,French,563,14.75310835,0.227706243,"Colneric, Cunha Rodrigues, Edward, Gulmann, Jann, Macken, Puissochet, Rodriguez Iglesias, Schintgen, Skouris, Timmermans, von Bahr, Wathelet",Wathelet,10,Belgium,0,0,1,1,0,1,Germany,Alber,1,0,0,0,0,0,0,8306
62002CJ0099,99/02,2002,2004,3/15/02,4/1/04,Italian,748,5.179144385,0.223339085,"Jann, La Pergola, Rosas, Timmermans, von Bahr",von Bahr,4,Sweden,1,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,1,0,0,0,0,0,3874
62002CJ0100,100/02,2002,2004,3/18/02,1/7/04,German,660,4.051515152,0.223770941,"Edward, Jann, Timmermans",Edward,14,United Kingdom,1,0,0,0,0,0,Austria,Stix-Hackl,0,0,0,0,1,0,0,2674
62002CJ0102,102/02,2002,2004,3/20/02,4/29/04,German,771,14.40856031,0.250412719,"Jann, La Pergola, Rosas, Timmermans, von Bahr",Rosas,3,Finland,0,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,0,0,0,1,0,0,11109
62002CJ0103,103/02,2002,2004,3/20/02,10/7/04,Italian,932,6.309012876,0.231540418,"Jann, Lenaerts, Rosas, Silva de Lapuerta, von Bahr",von Bahr,4,Sweden,1,0,0,0,0,0,Portugal,Poiares Maduro,0,1,0,0,0,0,0,5880
62002CJ0104,104/02,2002,2005,3/20/02,4/14/05,German,1121,9.012488849,0.242099487,"Cunha Rodrigues, Schintgen, Timmermans",Cunha Rodrigues,4,Portugal,1,0,0,0,0,0,Austria,Stix-Hackl,0,1,0,0,0,0,0,10103
62002CJ0105,105/02,2002,2006,3/21/02,10/5/06,German,1659,6.994575045,0.23705703,"Colneric, Cunha Rodrigues, Ilešič, Jann, Levits",Cunha Rodrigues,4,Portugal,1,0,0,0,0,0,Austria,Stix-Hackl,0,1,0,0,0,0,0,11604
62002CJ0109,109/02,2002,2003,3/22/02,10/23/03,German,580,4.770689655,0.226785753,"Edward, Jann, La Pergola",Jann,10,Austria,1,0,0,0,0,0,Luxembourg,Mischo,0,1,0,0,0,0,0,2767
62002CJ0110,110/02,2002,2004,3/25/02,6/29/04,French,827,6.937122128,0.230624864,"Colneric, Cunha Rodrigues, Gulmann, Jann, La Pergola, Lenaerts, Macken, Puissochet, Rosas, Schintgen, Skouris, Timmermans, von Bahr",Lenaerts,2,Belgium,1,0,1,0,0,0,United Kingdom,Jacobs,0,0,1,0,0,0,0,5737
62002CJ0111,111/02,2002,2004,3/25/02,4/29/04,French,766,6.104438642,0.241174413,"Jann, La Pergola, Rosas, Timmermans, von Bahr",von Bahr,4,Sweden,1,0,0,0,0,0,Netherlands,Geelhoed,1,0,0,0,0,0,0,4676
62002CJ0112,112/02,2002,2004,3/27/02,4/1/04,German,736,3.729619565,0.231456596,"Cunha Rodrigues, Gulmann, Macken, Puissochet, Schintgen",Gulmann,10,Denmark,1,0,0,0,0,0,Italy,Tizzano,0,0,0,0,1,0,0,2745
62002CJ0113,113/02,2002,2004,3/27/02,10/14/04,Dutch,932,4.179184549,0.242722297,"Jann, Lenaerts, Rosas, Silva de Lapuerta, von Bahr",Jann,10,Austria,1,0,0,0,0,0,United Kingdom,Jacobs,0,1,0,0,0,0,0,3895
62002CJ0114,114/02,2002,2003,3/27/02,4/10/03,French,379,2.897097625,0.219857098,"Jann, Rosas, Wathelet",Wathelet,10,Belgium,0,0,1,1,0,1,Luxembourg,Mischo,0,1,0,0,0,0,0,1098
62002CJ0115,115/02,2002,2003,4/2/02,10/23/03,French,569,5.420035149,0.219341265,"Cunha Rodrigues, Gulmann, Macken, Puissochet, Skouris",Skouris,6,Greece,0,0,0,0,0,0,Luxembourg,Mischo,0,0,0,0,1,0,0,3084
62002CJ0116,116/02,2002,2003,4/2/02,12/9/03,German,616,12.82954545,0.230909578,"Colneric, Cunha Rodrigues, Edward, Gulmann, Jann, La Pergola, Macken, Puissochet, Rosas, Schintgen, Skouris, Timmermans, von Bahr",Schintgen,9,Luxembourg,1,0,0,0,1,1,France,Léger,0,0,0,0,1,0,0,7903
62002CJ0117,117/02,2002,2004,3/27/02,4/29/04,Portuguese,764,9.852094241,0.233809949,"La Pergola, Rosas, von Bahr",Rosas,3,Finland,0,0,0,0,0,0,Italy,Tizzano,0,1,0,0,0,0,0,7527
62002CJ0118,118/02,2002,2004,3/29/02,3/25/04,Spanish,727,3.878954608,0.226326486,"Jann, La Pergola, Rosas, Timmermans, von Bahr",Jann,10,Austria,1,0,0,0,0,0,Austria,Stix-Hackl,0,0,0,0,1,0,0,2820
62002CJ0122,122/02,2002,2003,4/5/02,1/16/03,French,286,4.444055944,0.229377253,"Jann, Rosas, Wathelet",Rosas,3,Finland,0,0,0,0,0,0,Netherlands,Geelhoed,0,1,0,0,0,0,0,1271
62002CJ0127,127/02,2002,2004,4/8/02,9/7/04,Dutch,883,9.723669309,0.242604808,"Cunha Rodrigues, Gulmann, Jann, Puissochet, Schintgen, Silva de Lapuerta, Skouris, Timmermans, von Bahr",Gulmann,10,Denmark,1,0,0,0,0,0,Germany,Kokott,0,0,0,0,1,0,0,8586
62002CJ0130,130/02,2002,2004,4/9/02,3/4/04,German,695,7.04028777,0.231946685,"La Pergola, Rosas, von Bahr",Rosas,3,Finland,0,0,0,0,0,0,Austria,Stix-Hackl,0,0,0,0,1,0,0,4893
62002CJ0133,133/02,2002,2004,4/10/02,1/22/04,Dutch,652,4.228527607,0.222387844,"Cunha Rodrigues, Gulmann, Macken, Puissochet, Schintgen",Gulmann,10,Denmark,1,0,0,0,0,0,France,Léger,0,0,0,0,1,0,0,2757
62002CJ0136,136/02,2002,2004,4/8/02,10/7/04,German,913,10.49616648,0.205903812,"Cunha Rodrigues, Gulmann, Macken, Puissochet, Timmermans",Macken,7,Ireland,0,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,1,0,0,0,0,0,0,9583
62002CJ0137,137/02,2002,2004,4/12/02,4/29/04,German,748,7.110962567,0.240215085,"Jann, Rosas, von Bahr",von Bahr,4,Sweden,1,0,0,0,0,0,United Kingdom,Jacobs,0,0,0,0,1,0,0,5319
62002CJ0138,138/02,2002,2004,4/12/02,3/23/04,English,711,9.787623066,0.23528784,"Colneric, Cunha Rodrigues, Gulmann, Jann, La Pergola, Puissochet, Rosas, Schintgen, Skouris, Timmermans, von Bahr",Cunha Rodrigues,4,Portugal,1,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,0,0,0,1,0,0,6959
62002CJ0140,140/02,2002,2003,4/16/02,9/30/03,English,532,15.47744361,0.240633953,"Colneric, Cunha Rodrigues, Edward, Gulmann, Jann, La Pergola, Macken, Puissochet, Rodriguez Iglesias, Rosas, Schintgen, Skouris, Timmermans, von Bahr, Wathelet",Puissochet,11,France,0,1,0,0,0,1,Austria,Stix-Hackl,0,0,0,0,1,0,0,8234
62002CJ0141,141/02,2002,2005,4/15/02,2/22/05,German,1044,6.028735632,0.236280901,"Borg Barthet, Colneric, Ilešič, Jann, Klučka, Lõhmus, Malenovský, Puissochet, Rosas, Schintgen, Skouris, Timmermans, von Bahr",Puissochet,11,France,0,1,0,0,0,1,Portugal,Poiares Maduro,1,0,0,0,0,0,0,6294
62002CJ0143,143/02,2002,2003,4/17/02,3/20/03,Italian,337,6.807121662,0.233295902,"Gulmann, Macken, Puissochet",Gulmann,10,Denmark,1,0,0,0,0,0,France,Léger,0,1,0,0,0,0,0,2294
62002CJ0144,144/02,2002,2004,4/17/02,7/15/04,German,820,5.137804878,0.230114365,"Colneric, Cunha Rodrigues, Gulmann, Puissochet, Timmermans",Gulmann,10,Denmark,1,0,0,0,0,0,Netherlands,Geelhoed,0,1,0,0,0,0,0,4213
62002CJ0145,145/02,2002,2005,4/18/02,1/13/05,German,1001,4.396603397,0.242001873,"Jann, Rosas, von Bahr",Rosas,3,Finland,0,0,0,0,0,0,Italy,Tizzano,0,0,0,0,1,0,0,4401
62002CJ0147,147/02,2002,2004,4/22/02,3/30/04,English,708,7.820621469,0.235892386,"Colneric, Cunha Rodrigues, Gulmann, Jann, La Pergola, Macken, Puissochet, Rosas, Schintgen, Skouris, Timmermans",Schintgen,9,Luxembourg,1,0,0,0,1,1,France,Léger,0,0,0,0,1,0,0,5537
62002CJ0148,148/02,2002,2003,4/24/02,10/2/03,French,526,9.730038023,0.23340838,"Colneric, Cunha Rodrigues, Edward, Jann, La Pergola, Macken, Rodriguez Iglesias, Rosas, Schintgen, Skouris, Timmermans, von Bahr, Wathelet",Cunha Rodrigues,4,Portugal,1,0,0,0,0,0,United Kingdom,Jacobs,0,0,0,0,1,0,0,5118
62002CJ0151,151/02,2002,2003,4/26/02,9/9/03,German,501,23.43313373,0.23871844,"Colneric, Cunha Rodrigues, Edward, Gulmann, Jann, Macken, Rodriguez Iglesias, Rosas, Schintgen, Skouris, Timmermans, von Bahr, Wathelet",Schintgen,9,Luxembourg,1,0,0,0,1,1,Spain,Ruiz-Jarabo Colomer,0,0,0,0,1,0,0,11740
62002CJ0152,152/02,2002,2004,4/26/02,4/29/04,German,734,5.055858311,0.225528598,"Jann, La Pergola, Rosas, Timmermans, von Bahr",von Bahr,4,Sweden,1,0,0,0,0,0,Austria,Stix-Hackl,0,0,0,0,1,0,0,3711
62002CJ0153,153/02,2002,2003,4/26/02,11/13/03,Italian,566,9.25795053,0.224901403,"Edward, La Pergola, von Bahr",von Bahr,4,Sweden,1,0,0,0,0,0,United Kingdom,Jacobs,0,0,0,0,1,0,0,5240
62002CJ0154,154/02,2002,2003,4/29/02,10/23/03,Swedish,542,7.695571956,0.235916287,"Colneric, Cunha Rodrigues, Gulmann, Macken, Puissochet",Colneric,7,Germany,1,0,0,0,0,0,Austria,Stix-Hackl,0,0,0,0,1,0,0,4171
62002CJ0157,157/02,2002,2004,4/29/02,2/5/04,German,647,10.19783617,0.235392879,"Cunha Rodrigues, Macken, Puissochet, Schintgen, Skouris",Cunha Rodrigues,4,Portugal,1,0,0,0,0,0,Germany,Alber,0,0,0,0,1,0,0,6598
62002CJ0159,159/02,2002,2004,4/29/02,4/27/04,English,729,4.997256516,0.223798557,"Colneric, Cunha Rodrigues, Gulmann, Jann, La Pergola, Puissochet, Rosas, Schintgen, Skouris, Timmermans, von Bahr",Jann,10,Austria,1,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,0,0,0,1,0,0,3643
62002CJ0160,160/02,2002,2004,4/30/02,4/29/04,German,730,4.487671233,0.231928101,"Cunha Rodrigues, Macken, Puissochet",Puissochet,11,France,0,1,0,0,0,1,Germany,Kokott,0,0,0,0,1,0,0,3276
62002CJ0161,161/02,2002,2003,4/30/02,6/19/03,French,415,2.689156627,0.206636711,"Edward, La Pergola, Timmermans, von Bahr, Wathelet",La Pergola,5,Italy,1,0,0,0,0,0,United Kingdom,Jacobs,0,1,0,0,0,0,0,1116
62002CJ0167,167/02,2002,2004,5/3/02,3/30/04,German,697,10.96556671,0.221982692,"Colneric, Cunha Rodrigues, Gulmann, Jann, La Pergola, Macken, Puissochet, Rosas, Schintgen, Skouris, von Bahr",Jann,10,Austria,1,0,0,0,0,0,United Kingdom,Jacobs,1,0,0,0,0,0,0,7643
62002CJ0168,168/02,2002,2004,5/6/02,6/10/04,German,766,3.818537859,0.229398213,"Colneric, Cunha Rodrigues, Puissochet, Schintgen, Timmermans",Cunha Rodrigues,4,Portugal,1,0,0,0,0,0,France,Léger,0,0,0,0,1,0,0,2925
62002CJ0170,170/02,2002,2003,5/7/02,9/25/03,German,506,8.102766798,0.227149203,"Colneric, Cunha Rodrigues, Gulmann, Macken, Puissochet",Puissochet,11,France,0,1,0,0,0,1,Netherlands,Geelhoed,1,0,0,0,0,0,0,4100
62002CJ0171,171/02,2002,2004,5/8/02,4/29/04,Portuguese,722,9.132963989,0.244582439,"Jann, Rosas, von Bahr",Jann,10,Austria,1,0,0,0,0,0,Germany,Alber,0,1,0,0,0,0,0,6594
62002CJ0173,173/02,2002,2004,5/13/02,10/14/04,Spanish,885,2.806779661,0.227909578,"Jann, Rosas, von Bahr",Jann,10,Austria,1,0,0,0,0,0,United Kingdom,Jacobs,0,0,1,0,0,0,0,2484
62002CJ0174,174/02,2002,2005,5/13/02,1/13/05,Dutch,976,4.221311475,0.235267928,"Jann, Lenaerts, Rosas, Schiemann, von Bahr",Schiemann,2,United Kingdom,1,0,0,0,0,0,Netherlands,Geelhoed,0,0,0,0,1,0,0,4120
62002CJ0175,175/02,2002,2005,5/13/02,1/13/05,Dutch,976,2.346311475,0.222279333,"Jann, Lenaerts, Rosas, Schiemann, von Bahr",Schiemann,2,United Kingdom,1,0,0,0,0,0,Netherlands,Geelhoed,0,0,0,0,1,0,0,2290
62002CJ0181,181/02,2002,2004,5/15/02,4/29/04,German,715,12.04335664,0.226326558,"La Pergola, Timmermans, von Bahr",La Pergola,5,Italy,1,0,0,0,0,0,France,Léger,1,0,0,0,0,0,0,8611
62002CJ0182,182/02,2002,2003,5/15/02,10/16/03,French,519,6.578034682,0.237690018,"Colneric, Gulmann, Puissochet, Schintgen, Skouris",Gulmann,10,Denmark,1,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,0,0,0,1,0,0,3414
62002CJ0183,183/02,2002,2004,5/15/02,11/11/04,Spanish,911,5.888035126,0.234095242,"Colneric, Gulmann, Timmermans",Gulmann,10,Denmark,1,0,0,0,0,0,Germany,Kokott,1,0,0,0,0,0,0,5364
62002CJ0184,184/02,2002,2004,5/16/02,9/9/04,"Finnish, Spanish",847,9.781582054,0.231843197,"Jann, Lenaerts, Rosas, Schiemann, von Bahr",Lenaerts,2,Belgium,1,0,1,0,0,0,Austria,Stix-Hackl,0,0,1,0,0,0,0,8285
62002CJ0186,186/02,2002,2004,5/15/02,11/11/04,Spanish,911,6.084522503,0.226235002,"Colneric, Gulmann, Timmermans",Gulmann,10,Denmark,1,0,0,0,0,0,Germany,Kokott,1,0,0,0,0,0,0,5543
62002CJ0189,189/02,2002,2005,5/17/02,6/28/05,"Danish, English, German",1138,33.72319859,0.244466226,"Colneric, Cunha Rodrigues, Gulmann, Jann, Schintgen, Silva de Lapuerta, Skouris, Timmermans, von Bahr",Timmermans,5,Netherlands,1,0,0,0,0,0,Italy,Tizzano,1,0,0,0,0,0,0,38377
62002CJ0195,195/02,2002,2004,5/27/02,9/9/04,Spanish,836,9.505980861,0.238374054,"Colneric, Macken, Puissochet, Schintgen, Timmermans",Schintgen,9,Luxembourg,1,0,0,0,1,1,France,Léger,0,1,0,0,0,0,0,7947
62002CJ0196,196/02,2002,2005,5/27/02,3/10/05,Greek,1018,8.654223969,0.244420317,"Jann, La Pergola, Rosas, Schiemann, von Bahr",Rosas,3,Finland,0,0,0,0,0,0,Austria,Stix-Hackl,0,0,0,0,1,0,0,8810
62002CJ0200,200/02,2002,2004,5/30/02,10/19/04,English,873,6.636884307,0.232238924,"Colneric, Cunha Rodrigues, Gulmann, Jann, Lenaerts, Rosas, Schintgen, Silva de Lapuerta, Skouris, Timmermans, von Bahr",Cunha Rodrigues,4,Portugal,1,0,0,0,0,0,Italy,Tizzano,0,0,0,0,1,0,0,5794
62002CJ0201,201/02,2002,2004,5/6/02,1/7/04,English,611,9.792144026,0.235700533,"Edward, Jann, La Pergola",Jann,10,Austria,1,0,0,0,0,0,France,Léger,0,0,0,0,1,0,0,5983
62002CJ0203,203/02,2002,2004,5/31/02,11/9/04,English,893,12.76819709,0.241996547,"Colneric, Cunha Rodrigues, Jann, Lenaerts, Puissochet, Rosas, Schintgen, Skouris, Timmermans",Lenaerts,2,Belgium,1,0,1,0,0,0,Austria,Stix-Hackl,0,0,0,0,1,0,0,11402
62002CJ0209,209/02,2002,2004,6/4/02,1/29/04,German,604,5.773178808,0.222822315,"Colneric, Cunha Rodrigues, Gulmann, Puissochet, Timmermans",Gulmann,10,Denmark,1,0,0,0,0,0,France,Léger,0,1,0,0,0,0,0,3487
62002CJ0211,211/02,2002,2003,6/4/02,3/6/03,French,275,3.334545455,0.227916159,"Edward, La Pergola, Timmermans",Edward,14,United Kingdom,1,0,0,0,0,0,Germany,Alber,0,1,0,0,0,0,0,917
62002CJ0216,216/02,2002,2004,6/12/02,11/11/04,German,883,5.156285391,0.233867569,"Jann, Rosas, Silva de Lapuerta",Rosas,3,Finland,0,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,0,0,0,1,0,0,4553
